Subject,Trial,Gain,Loss,GainOnLeft,Fontsize,Choice,RT,AcceptKey,EV
19,8,8,6,1,1,1,1.65781979996245,2,1
19,9,3,8,0,1,0,3.30501710006502,2,-2.5
19,10,6,5,1,1,1,4.53395890002139,2,0.5
19,11,3,6,1,0,0,1.10066130000632,2,-1.5
19,12,9,3,1,0,0,3.49800289992709,2,3
19,13,4,3,0,0,0,2.03823209996335,2,0.5
19,14,5,9,0,0,0,1.25824889994692,2,-2
19,15,3,9,1,0,0,2.53196249995381,2,-3
19,16,9,5,0,0,1,1.76117869990412,2,2
19,17,8,4,0,0,1,1.60478279995732,2,2
19,18,4,6,1,0,0,1.45565809996333,2,-1
19,19,4,8,0,0,0,2.4667335000122,2,-2
19,20,9,8,1,0,0,1.95613960002083,2,0.5
19,21,8,8,1,0,0,1.09224799997173,2,0
19,22,6,8,1,0,0,2.13124870008323,2,-1
19,23,7,5,0,1,1,2.14449440001044,2,1
19,24,7,5,0,0,1,1.72961750009563,2,1
19,25,8,9,0,1,0,1.5303534999257,2,-0.5
19,26,5,6,1,0,0,2.80883130000439,2,-0.5
19,27,9,4,0,1,1,1.32176249998156,2,2.5
19,28,3,7,0,0,0,1.21368040004745,2,-2
19,29,6,4,1,0,1,1.61821850005072,2,1
19,30,6,5,1,0,0,3.24341710004956,2,0.5
19,31,6,7,1,0,0,2.50192870001774,2,-0.5
19,32,5,3,0,1,1,1.89501259999815,2,1
19,33,6,4,1,1,1,2.38088269997388,2,1
19,34,8,6,1,0,1,1.6777912999969,2,1
19,35,5,5,1,0,0,1.18000360007863,2,0
19,36,3,5,0,0,0,1.49148139997851,2,-1
19,37,9,6,1,0,1,1.3608719999902,2,1.5
19,38,5,5,1,1,0,0.959131799987517,2,0
19,39,4,9,0,1,0,1.16956449998543,2,-2.5
19,40,7,4,0,0,1,1.6882833999116,2,1.5
19,41,5,4,0,0,0,1.00251110002864,2,0.5
19,42,4,9,0,0,0,1.08071440004278,2,-2.5
19,43,9,5,0,1,1,1.23696969996672,2,2
19,44,6,3,1,0,1,2.72937610000372,2,1.5
19,45,9,7,1,0,1,1.41062960005365,2,1
19,46,6,9,1,0,0,1.86772300000302,2,-1.5
19,47,6,8,1,1,0,4.70524979999755,2,-1
19,48,7,6,0,0,0,1.68644660001155,2,0.5
19,49,5,7,1,1,0,1.39140510000288,2,-1
19,50,9,7,1,1,1,1.58514600002673,2,1
19,51,8,9,0,0,0,1.26785369997378,2,-0.5
19,52,9,9,1,1,0,4.30610889999662,2,0
19,53,8,7,1,0,0,2.09586270002183,2,0.5
19,54,4,4,0,0,0,0.774224300053902,2,0
19,55,7,3,1,1,1,1.33907159999944,2,2
19,56,7,8,0,0,0,3.39666269998997,2,-0.5
19,57,7,9,0,1,0,1.49624339991715,2,-1
19,58,3,4,0,1,0,0.934753999928944,2,-0.5
19,59,8,5,0,1,1,1.22395750007126,2,1.5
19,60,3,7,0,1,0,1.23241459997371,2,-2
19,61,3,3,0,1,0,0.677542599965818,2,0
19,62,4,8,0,1,0,0.867023500031792,2,-2
19,63,7,7,1,1,0,1.0521225000266,2,0
19,64,3,8,0,0,0,0.981641300022602,2,-2.5
19,65,4,5,1,0,0,1.33379720000084,2,-0.5
19,66,8,3,1,1,1,1.26418630010448,2,2.5
19,67,3,5,0,1,0,3.68781820009463,2,-1
19,68,7,7,1,0,0,0.762998300022446,2,0
19,69,7,6,0,1,0,1.71088650007732,2,0.5
19,70,8,3,1,0,1,1.3272562000202,2,2.5
19,71,9,6,1,1,1,1.2886056000134,2,1.5
19,72,4,4,0,1,0,0.820217200089246,2,0
19,73,3,6,1,1,0,1.52197959995829,2,-1.5
19,74,9,4,0,0,1,1.41436339996289,2,2.5
19,75,8,5,0,0,1,1.25605259998702,2,1.5
19,76,9,3,1,1,1,0.987717899959534,2,3
19,77,6,9,1,1,0,0.965737899998203,2,-1.5
19,78,5,6,1,1,0,1.70088869996835,2,-0.5
19,79,5,8,1,0,0,0.894929600064643,2,-1.5
19,80,6,7,1,1,0,1.67099729995243,2,-0.5
19,81,9,9,1,0,0,0.741004699957557,2,0
19,82,6,6,0,1,0,0.730241899960674,2,0
19,83,5,9,0,1,0,1.02463680005167,2,-2
19,84,9,8,1,1,0,1.22455079993233,2,0.5
19,85,8,8,1,1,0,0.765280700055882,2,0
19,86,7,9,0,0,0,3.74095480004326,2,-1
19,87,8,7,1,1,0,1.07730350003112,2,0.5
19,88,6,3,1,1,1,1.23693130002357,2,1.5
19,89,7,3,1,0,1,1.22267569997348,2,2
19,90,5,3,0,0,1,1.87893540004734,2,1
19,91,5,7,1,0,0,0.989743100013584,2,-1
19,92,6,6,0,0,0,1.09389600006398,2,0
19,93,4,7,1,1,0,1.18772359995637,2,-1.5
19,94,4,6,1,1,0,0.674367900006473,2,-1
19,95,3,3,0,0,0,0.710580799961463,2,0
19,96,5,4,0,1,0,0.770911999978125,2,0.5
19,97,8,4,0,1,1,1.18491249997169,2,2
19,98,3,9,1,1,0,1.344716600026,2,-3
20,1,3,9,1,0,0,1.4364972000476,1,-3
20,2,7,6,1,1,0,0.973752900026739,1,0.5
20,3,6,9,0,0,0,2.69645680009853,1,-1.5
20,4,7,3,0,0,1,1.68466179992538,1,2
20,5,8,3,1,1,1,0.937065499951132,1,2.5
20,6,9,9,1,0,0,0.789289599983022,1,0
20,7,4,8,0,0,0,1.51928579993546,1,-2
20,8,5,6,0,1,0,0.985642199986614,1,-0.5
20,9,8,9,1,0,0,0.786534699960612,1,-0.5
20,10,8,4,0,1,1,1.27460589993279,1,2
20,11,4,6,0,1,0,1.37617020006292,1,-1
20,12,9,5,0,1,1,1.09591060003731,1,2
20,13,6,3,1,0,1,3.13184350007214,1,1.5
20,14,4,4,0,1,0,0.730893500032835,1,0
20,15,9,8,0,1,0,1.01035919995047,1,0.5
20,16,3,5,0,1,0,0.916917499969713,1,-1
20,17,6,6,0,1,0,1.65744179999456,1,0
20,18,9,3,1,1,1,1.10364490002394,1,3
20,19,7,5,1,1,0,1.64240919996519,1,1
20,20,3,3,1,0,0,0.634471599943936,1,0
20,21,7,9,0,0,0,0.722184599959292,1,-1
20,22,4,7,1,1,0,0.665826899930835,1,-1.5
20,23,8,8,0,0,0,0.720976499957033,1,0
20,24,8,3,1,0,1,0.933328600018285,1,2.5
20,25,5,4,1,1,0,0.632193500059657,1,0.5
20,26,4,6,0,0,0,0.619856299948879,1,-1
20,27,9,6,0,0,1,1.16141969989985,1,1.5
20,28,3,6,0,1,0,0.937034000060521,1,-1.5
20,29,6,4,0,0,0,0.794663499924354,1,1
20,30,8,5,0,0,1,1.04309420008212,1,1.5
20,31,5,5,0,1,0,0.62405680003576,1,0
20,32,3,7,0,1,0,0.655904800049029,1,-2
20,33,8,5,0,1,1,1.03642240003683,1,1.5
20,34,6,8,0,0,0,0.614087100024335,1,-1
20,35,7,3,0,1,1,1.44142290006857,1,2
20,36,8,6,1,0,0,1.21814419992734,1,1
20,37,5,5,0,0,0,0.63536389998626,1,0
20,38,7,8,0,0,0,1.00908569991589,1,-0.5
20,39,7,7,1,1,0,0.633654800010845,1,0
20,40,9,6,0,1,1,1.35852090001572,1,1.5
20,41,5,7,1,0,0,0.974973200005479,1,-1
20,42,3,6,0,0,0,0.911591799929738,1,-1.5
20,43,9,9,1,1,0,0.775559699977748,1,0
20,44,8,7,0,0,0,0.637963199988008,1,0.5
20,45,9,7,1,1,0,0.960841700085439,1,1
20,46,6,6,0,0,0,0.627899799961597,1,0
20,47,8,9,1,1,0,0.836006999947131,1,-0.5
20,48,4,5,1,1,0,0.616329499986023,1,-0.5
20,49,6,5,1,0,0,0.894798699999228,1,0.5
20,50,9,8,0,0,0,0.92350049992092,1,0.5
20,51,3,7,0,0,0,0.951195599976927,1,-2
20,52,7,6,1,0,0,0.746070699999109,1,0.5
20,53,3,8,1,0,0,0.889028599951416,1,-2.5
20,54,5,3,1,0,0,0.704067300073802,1,1
20,55,6,9,0,1,0,1.45322219992522,1,-1.5
20,56,5,6,0,0,0,0.57849189999979,1,-0.5
20,57,6,7,0,0,0,0.597177300020121,1,-0.5
20,58,6,7,0,1,0,0.596103199990466,1,-0.5
20,59,5,7,1,1,0,0.738526799948886,1,-1
20,60,4,8,0,1,0,0.825543899904005,1,-2
20,61,9,7,1,0,0,1.12610390002374,1,1
20,62,9,4,0,1,1,1.02875040005893,1,2.5
20,63,3,5,0,0,0,0.93785340001341,1,-1
20,64,4,9,1,1,0,1.07157530006953,1,-2.5
20,65,5,9,1,1,0,0.745322200004011,1,-2
20,66,7,4,0,1,1,1.69187860004604,1,1.5
20,67,9,4,0,0,1,0.992927699931897,1,2.5
20,68,5,3,1,1,0,0.80718780006282,1,1
20,69,8,4,0,0,1,0.937841400038451,1,2
20,70,3,3,1,1,0,1.07993939996231,1,0
20,71,7,8,0,1,0,0.839577200007625,1,-0.5
20,72,7,7,1,0,0,0.677767600049265,1,0
20,73,5,9,1,0,0,0.866048699943349,1,-2
20,74,5,8,0,1,0,0.7957652999321,1,-1.5
20,75,5,4,1,0,0,0.638701100018807,1,0.5
20,76,4,5,1,0,0,0.596900000004098,1,-0.5
20,77,3,4,0,1,0,0.623946400010027,1,-0.5
20,78,3,8,1,1,0,0.935725199989974,1,-2.5
20,79,4,7,1,0,0,0.672595100011677,1,-1.5
20,80,7,5,1,0,0,0.914417700027116,1,1
20,81,3,4,0,0,0,0.714239799999632,1,-0.5
20,82,9,3,1,0,1,1.14316490001511,1,3
20,83,4,4,0,0,0,0.691073999973014,1,0
20,84,4,3,0,0,0,0.677988499985076,1,0.5
20,85,8,6,1,1,0,1.00489360000938,1,1
20,86,6,8,0,1,0,1.08286770002451,1,-1
20,87,6,4,0,1,0,0.87536619999446,1,1
20,88,4,3,0,1,0,0.709021699964069,1,0.5
20,89,6,5,1,1,0,0.552465800079517,1,0.5
20,90,3,9,1,1,0,0.936246700002812,1,-3
20,91,6,3,1,1,0,0.581138299894519,1,1.5
20,92,8,7,0,1,0,0.811011100071482,1,0.5
20,93,8,8,0,1,0,0.669998300028965,1,0
20,94,4,9,1,0,0,0.731678000069223,1,-2.5
20,95,9,5,0,0,1,0.851401100051589,1,2
20,96,5,8,0,0,0,1.16491149994545,1,-1.5
20,97,7,4,0,0,1,1.27735510002822,1,1.5
20,98,7,9,0,1,0,1.16513400000986,1,-1
21,1,9,9,1,1,0,5.50282679998782,2,0
21,2,9,3,0,1,1,2.4349539000541,2,3
21,3,8,9,0,1,0,8.43564090004656,2,-0.5
21,4,4,7,0,1,0,6.1262710998999,2,-1.5
21,5,8,7,1,0,1,6.57738909998443,2,0.5
21,6,7,8,1,1,0,4.43163669994101,2,-0.5
21,7,6,8,0,0,0,1.78385390003677,2,-1
21,8,5,8,0,1,0,1.41205360007007,2,-1.5
21,9,5,3,0,1,1,4.70940500008874,2,1
21,10,5,6,1,0,0,3.45760269998573,2,-0.5
21,11,8,8,0,0,0,0.875776399974711,2,0
21,12,9,7,0,0,1,1.76210719998926,2,1
21,13,4,3,0,1,1,1.6791019999655,2,0.5
21,14,3,7,0,0,0,2.25730160006788,2,-2
21,15,9,9,1,0,0,5.00359109998681,2,0
21,16,3,3,0,1,1,5.79535839997698,2,0
21,17,6,9,0,0,0,2.76850570004899,2,-1.5
21,18,3,9,0,1,0,1.3701243000105,2,-3
21,19,4,8,0,1,0,3.77921399998013,2,-2
21,20,4,6,0,1,0,2.02458440000191,2,-1
21,21,8,4,0,1,1,1.260782700032,2,2
21,22,7,4,0,1,1,1.06588789995294,2,1.5
21,23,3,9,0,0,0,1.35364950005896,2,-3
21,24,8,9,0,0,0,2.39140240009874,2,-0.5
21,25,9,6,1,0,1,5.05826429999433,2,1.5
21,26,3,4,0,1,0,1.41735659993719,2,-0.5
21,27,8,6,1,1,1,1.07707619993016,2,1
21,28,9,4,0,0,1,1.3595045999391,2,2.5
21,29,8,5,0,0,1,1.08937319996767,2,1.5
21,30,3,5,1,1,0,1.39353070000652,2,-1
21,31,8,8,0,1,0,1.83810499997344,2,0
21,32,4,5,1,1,0,1.39783869998064,2,-0.5
21,33,7,8,1,0,0,1.23432080005296,2,-0.5
21,34,7,9,1,1,0,2.77255320001859,2,-1
21,35,3,4,0,0,0,3.42435869993642,2,-0.5
21,36,5,4,1,1,1,5.35635779995937,2,0.5
21,37,9,5,0,0,1,3.26344890007749,2,2
21,38,5,5,0,0,0,2.35299310006667,2,0
21,39,5,6,1,1,0,3.00362540001515,2,-0.5
21,40,7,6,0,0,1,2.12188459991012,2,0.5
21,41,6,3,0,0,1,1.37061980005819,2,1.5
21,42,4,3,0,0,0,3.62183269998059,2,0.5
21,43,4,5,1,0,0,2.59743129997514,2,-0.5
21,44,8,4,0,0,1,1.96537329989951,2,2
21,45,4,8,0,0,0,1.62900850002188,2,-2
21,46,7,4,0,0,1,2.40145860007033,2,1.5
21,47,5,5,0,1,0,1.72864759992808,2,0
21,48,6,4,0,0,1,7.18063570000231,2,1
21,49,5,8,0,0,0,1.20441579993349,2,-1.5
21,50,7,9,1,0,0,6.94275169994216,2,-1
21,51,9,4,0,1,1,3.00868279999122,2,2.5
21,52,5,7,0,1,0,3.10314810008276,2,-1
21,53,4,4,1,1,0,3.3164663000498,2,0
21,54,8,6,1,0,0,3.04709240002558,2,1
21,55,6,5,1,1,0,2.13333310000598,2,0.5
21,56,4,9,1,0,0,3.37850849993993,2,-2.5
21,57,4,6,0,0,0,2.22285309992731,2,-1
21,58,7,7,1,0,1,4.36530549998861,2,0
21,59,7,3,0,0,1,1.63076450000517,2,2
21,60,8,3,1,0,1,1.12685290002264,2,2.5
21,61,3,5,1,0,0,1.80692679993808,2,-1
21,62,3,6,1,0,0,2.35263229999691,2,-1.5
21,63,6,6,1,1,0,1.8661129999673,2,0
21,64,7,3,0,1,1,3.21819489996415,2,2
21,65,9,6,1,1,1,1.03362859995104,2,1.5
21,66,6,8,0,1,0,0.911781999981031,2,-1
21,67,5,4,1,0,0,2.34098910004832,2,0.5
21,68,7,6,0,1,0,0.983772199950181,2,0.5
21,69,4,7,0,0,0,5.93869179999456,2,-1.5
21,70,7,5,1,0,1,3.08429959998466,2,1
21,71,6,7,0,0,0,1.26536540000234,2,-0.5
21,72,3,8,1,0,1,3.35417820001021,2,-2.5
21,73,3,3,0,0,0,2.2122076000087,2,0
21,74,3,6,1,1,0,1.76535870006774,2,-1.5
21,75,5,3,0,0,1,3.74023780005518,2,1
21,76,8,7,1,1,0,4.47868309996556,2,0.5
21,77,9,3,0,0,1,1.3981726000784,2,3
21,78,4,4,1,0,1,1.98592360003386,2,0
21,79,6,5,1,0,0,2.90786719997413,2,0.5
21,80,9,8,0,0,1,3.59411599999294,2,0.5
21,81,7,5,1,1,0,2.92466220003553,2,1
21,82,6,4,0,1,1,1.62856530002318,2,1
21,83,3,8,1,1,0,1.74949529999867,2,-2.5
21,84,5,9,1,1,0,1.46457870001905,2,-2
21,85,6,3,0,1,1,2.66806599998381,2,1.5
21,86,4,9,1,1,0,1.19962030008901,2,-2.5
21,87,7,7,1,1,0,0.890437200083397,2,0
21,88,9,8,0,1,0,3.16660100000445,2,0.5
21,89,5,9,1,0,0,4.24839990003966,2,-2
21,90,6,6,1,0,0,2.36265539994929,2,0
21,91,6,7,0,1,0,2.73785789997783,2,-0.5
21,92,8,5,0,1,1,4.34058459999505,2,1.5
21,93,6,9,0,1,0,0.98054730007425,2,-1.5
21,94,9,7,0,1,0,4.40834040008485,2,1
21,95,8,3,1,1,1,1.28131629992276,2,2.5
21,96,5,7,0,0,0,1.34564940002747,2,-1
21,97,9,5,0,1,1,2.07611839997116,2,2
21,98,3,7,0,1,0,0.81460570008494,2,-2
22,1,6,7,0,0,0,1.05761629994959,1,-0.5
22,2,5,3,0,1,1,0.903220599982888,1,1
22,3,9,9,1,1,0,1.04355519998353,1,0
22,4,3,7,1,1,0,0.971431900048628,1,-2
22,5,7,3,0,0,0,1.43589729990344,1,2
22,6,7,8,1,1,0,1.30036229989491,1,-0.5
22,7,3,8,0,0,0,0.912595100002363,1,-2.5
22,8,5,5,1,1,0,1.05551229999401,1,0
22,9,6,6,1,0,0,0.972596699954011,1,0
22,10,4,5,1,1,0,1.19237919989973,1,-0.5
22,11,3,6,0,0,0,0.985972299939021,1,-1.5
22,12,8,9,1,1,0,1.01061600004323,1,-0.5
22,13,7,9,0,1,0,1.05766679998487,1,-1
22,14,8,9,1,0,0,1.87007349997293,1,-0.5
22,15,4,5,1,0,0,0.976590199978091,1,-0.5
22,16,7,7,0,0,0,1.39629730000161,1,0
22,17,9,5,1,0,1,1.68966749997344,1,2
22,18,8,6,1,0,0,1.48345759999938,1,1
22,19,8,3,1,1,1,1.27705050003715,1,2.5
22,20,7,9,0,0,0,0.765854400000535,1,-1
22,21,8,3,1,0,1,0.949277600040659,1,2.5
22,22,3,9,0,0,0,0.882946699974127,1,-3
22,23,3,8,0,1,0,1.14656619995367,1,-2.5
22,24,8,5,0,1,1,0.90453780000098,1,1.5
22,25,9,9,1,0,0,0.741058899904601,1,0
22,26,5,7,0,0,0,0.758338399929926,1,-1
22,27,4,7,0,1,0,0.819219300057739,1,-1.5
22,28,6,3,0,1,1,1.13087920006365,1,1.5
22,29,5,5,1,0,0,0.806872599991038,1,0
22,30,4,4,0,0,0,0.979609400033951,1,0
22,31,9,7,0,1,0,1.40240409993567,1,1
22,32,9,3,0,1,1,0.884938600007445,1,3
22,33,5,4,1,0,0,1.13602430000901,1,0.5
22,34,5,9,1,1,0,0.903484800015576,1,-2
22,35,6,9,0,1,0,0.908101400011219,1,-1.5
22,36,6,5,1,1,0,0.884500700049102,1,0.5
22,37,4,7,0,0,0,1.3247141999891,1,-1.5
22,38,3,7,1,0,0,0.850034900009632,1,-2
22,39,9,6,0,1,0,1.45059969997965,1,1.5
22,40,7,6,0,0,0,1.46837649994995,1,0.5
22,41,6,4,1,1,0,0.895533500006422,1,1
22,42,5,8,0,0,0,1.07854689995293,1,-1.5
22,43,3,5,0,0,0,0.71191039995756,1,-1
22,44,3,4,0,0,0,0.678036600002088,1,-0.5
22,45,3,6,0,1,0,0.69797550002113,1,-1.5
22,46,9,4,0,0,1,1.79198869992979,1,2.5
22,47,9,7,0,0,0,0.972558200010099,1,1
22,48,4,4,0,1,0,0.84143349993974,1,0
22,49,3,3,1,1,0,1.23446089995559,1,0
22,50,8,4,0,0,1,1.16223859996535,1,2
22,51,5,4,1,1,0,0.776666200021282,1,0.5
22,52,4,9,1,0,0,0.975379399955273,1,-2.5
22,53,5,9,1,0,0,0.938443299965002,1,-2
22,54,4,8,1,1,0,1.01616180001292,1,-2
22,55,3,9,0,1,0,1.49011939996853,1,-3
22,56,6,7,0,1,0,1.80677590006962,1,-0.5
22,57,9,8,1,1,0,1.20116169995163,1,0.5
22,58,6,3,0,0,0,2.3593115999829,1,1.5
22,59,8,8,1,1,0,0.941291499999352,1,0
22,60,5,6,0,1,0,1.7450458999956,1,-0.5
22,61,6,5,1,0,0,1.20856989989989,1,0.5
22,62,8,7,0,0,0,1.08939239999745,1,0.5
22,63,5,3,0,0,0,0.977921499987133,1,1
22,64,6,6,1,1,0,1.27961269998923,1,0
22,65,4,3,1,0,0,1.1416259999387,1,0.5
22,66,8,6,1,1,0,1.41642120003235,1,1
22,67,3,5,0,1,0,1.58104939991608,1,-1
22,68,7,5,1,0,0,0.850239900057204,1,1
22,69,7,8,1,0,0,0.983693600050174,1,-0.5
22,70,9,8,1,0,0,0.796750099980272,1,0.5
22,71,9,6,0,0,1,1.49832820007578,1,1.5
22,72,4,3,1,1,0,0.754670200054534,1,0.5
22,73,5,7,0,1,0,1.17035369994119,1,-1
22,74,8,5,0,0,0,1.0340114000719,1,1.5
22,75,3,4,0,1,0,0.816512599936686,1,-0.5
22,76,8,8,1,0,0,0.9746636999771,1,0
22,77,7,4,1,0,1,1.06722940003965,1,1.5
22,78,7,5,1,1,0,1.43396799999755,1,1
22,79,7,7,0,1,0,0.878513299976476,1,0
22,80,6,8,1,1,0,1.73828209994826,1,-1
22,81,7,4,1,1,1,0.832679999992251,1,1.5
22,82,9,4,0,1,1,0.826012599980459,1,2.5
22,83,4,6,0,0,0,1.87664429994766,1,-1
22,84,6,9,0,0,0,1.16755429992918,1,-1.5
22,85,7,6,0,1,0,0.845456799957901,1,0.5
22,86,8,4,0,1,1,1.16124879999552,1,2
22,87,8,7,0,1,0,0.971474799909629,1,0.5
22,88,4,6,0,1,0,1.07091550005134,1,-1
22,89,5,6,0,0,0,1.09622359997593,1,-0.5
22,90,6,8,1,0,0,1.68933349999133,1,-1
22,91,6,4,1,0,1,2.69373340008315,1,1
22,92,4,8,1,0,0,0.765213400009088,1,-2
22,93,4,9,1,1,0,0.764653300051577,1,-2.5
22,94,3,3,1,0,0,1.01155659998767,1,0
22,95,5,8,0,1,0,0.88968110003043,1,-1.5
22,96,9,3,0,0,1,1.1309837999288,1,3
22,97,7,3,0,1,1,1.21134330006316,1,2
22,98,9,5,1,1,1,0.981463399948552,1,2
23,1,4,4,0,1,0,2.42229909996968,2,0
23,2,8,8,1,1,0,0.846634200075641,2,0
23,3,6,8,1,1,0,1.79555120004807,2,-1
23,4,9,3,1,0,1,1.2349697999889,2,3
23,5,6,4,0,1,1,1.09042549994774,2,1
23,6,9,7,0,0,0,1.30301579996012,2,1
23,7,4,3,0,1,0,0.654795200098306,2,0.5
23,8,8,3,0,0,1,1.33677950000856,2,2.5
23,9,5,9,0,0,0,2.4278089000145,2,-2
23,10,5,9,0,1,0,1.1558839000063,2,-2
23,11,4,5,1,1,0,0.888796999934129,2,-0.5
23,12,8,9,0,1,0,1.28096580004785,2,-0.5
23,13,6,5,0,1,0,1.16110030002892,2,0.5
23,14,8,7,1,0,0,0.617989200050943,2,0.5
23,15,3,4,0,1,0,0.575378700043075,2,-0.5
23,16,9,4,0,1,1,0.865221299929544,2,2.5
23,17,4,5,1,0,0,0.792433000053279,2,-0.5
23,18,6,6,1,1,0,0.663050999981351,2,0
23,19,8,5,0,1,1,3.03225920000114,2,1.5
23,20,5,3,0,1,0,1.11388640000951,2,1
23,21,3,7,0,0,0,0.742648700019345,2,-2
23,22,3,4,0,0,0,0.905044800019823,2,-0.5
23,23,5,8,1,0,0,0.632887599989772,2,-1.5
23,24,9,5,0,1,1,1.49739999999292,2,2
23,25,8,6,1,1,0,1.35150069999509,2,1
23,26,4,7,0,1,0,0.851941099972464,2,-1.5
23,27,4,7,0,0,0,0.703683399944566,2,-1.5
23,28,5,3,0,0,0,0.742663300014101,2,1
23,29,5,6,0,0,0,0.509584599989466,2,-0.5
23,30,7,7,1,1,0,0.561355200014077,2,0
23,31,7,5,1,0,0,1.05566680000629,2,1
23,32,3,8,0,1,0,0.731378199998289,2,-2.5
23,33,6,7,0,0,0,0.508916600025259,2,-0.5
23,34,6,7,0,1,0,0.59752759989351,2,-0.5
23,35,5,5,1,1,0,0.53213239996694,2,0
23,36,5,7,1,1,0,0.387189700035378,2,-1
23,37,5,4,0,1,0,0.537572499946691,2,0.5
23,38,7,3,0,0,0,0.493935300037265,2,2
23,39,5,6,0,1,0,0.596947300015017,2,-0.5
23,40,9,5,0,0,1,0.93961819994729,2,2
23,41,6,8,1,0,0,0.649576300056651,2,-1
23,42,7,5,1,1,0,0.679161099949852,2,1
23,43,4,9,1,0,0,0.798336200066842,2,-2.5
23,44,4,8,0,1,0,1.12191580003127,2,-2
23,45,3,5,1,1,0,0.681408600066788,2,-1
23,46,5,8,1,1,0,1.30593800009228,2,-1.5
23,47,7,6,1,1,0,0.782869899994694,2,0.5
23,48,8,3,0,1,1,1.03871460002847,2,2.5
23,49,6,5,0,0,0,0.760888100019656,2,0.5
23,50,9,3,1,1,0,0.695827399962582,2,3
23,51,3,3,0,0,0,0.610004900023341,2,0
23,52,9,9,0,0,0,0.769524300005287,2,0
23,53,6,9,1,0,0,0.754645199980587,2,-1.5
23,54,3,3,0,1,0,0.560282899998128,2,0
23,55,4,6,0,0,0,0.562634799978696,2,-1
23,56,6,4,0,0,0,0.555708699976094,2,1
23,57,7,3,0,1,1,0.791424499941058,2,2
23,58,9,7,0,1,0,0.923974100034684,2,1
23,59,8,9,0,0,0,0.574006299953908,2,-0.5
23,60,8,7,1,1,0,0.609775400022045,2,0.5
23,61,4,3,0,0,0,0.519841399975121,2,0.5
23,62,5,5,1,0,0,0.505488199996762,2,0
23,63,9,8,0,1,0,1.9640209999634,2,0.5
23,64,3,9,1,1,0,0.889400700107217,2,-3
23,65,8,5,0,0,0,0.572351000038907,2,1.5
23,66,6,3,0,1,0,0.693221499910578,2,1.5
23,67,7,7,1,0,0,0.632856099982746,2,0
23,68,7,4,0,1,1,1.34050370007753,2,1.5
23,69,3,8,0,0,0,0.745102999964729,2,-2.5
23,70,5,7,1,0,0,0.934426799998619,2,-1
23,71,7,9,0,0,0,0.550269700004719,2,-1
23,72,9,9,0,1,0,0.553726500016637,2,0
23,73,3,7,0,1,0,0.530084200087003,2,-2
23,74,4,6,0,1,0,0.770017899922095,2,-1
23,75,3,6,0,1,0,0.622363000060432,2,-1.5
23,76,9,6,1,1,0,0.856537600047886,2,1.5
23,77,4,8,0,0,0,0.536238399916328,2,-2
23,78,3,9,1,0,0,0.887123599997722,2,-3
23,79,7,8,0,0,0,1.19963110005483,2,-0.5
23,80,9,4,0,0,1,1.37287920003291,2,2.5
23,81,7,4,0,0,1,2.76205619995017,2,1.5
23,82,8,8,1,0,0,3.49479130003601,2,0
23,83,8,4,0,1,1,1.24667609995231,2,2
23,84,8,6,1,0,0,1.13558090000879,2,1
23,85,7,8,0,1,0,0.556088199955411,2,-0.5
23,86,9,6,1,0,0,0.877114299917594,2,1.5
23,87,3,6,0,0,0,0.656834100023843,2,-1.5
23,88,8,4,0,0,0,1.86251589993481,2,2
23,89,6,3,0,0,0,0.748307100031525,2,1.5
23,90,7,6,1,0,0,0.840377400047146,2,0.5
23,91,9,8,0,0,0,0.558258899953216,2,0.5
23,92,5,4,0,0,0,0.549253899953328,2,0.5
23,93,3,5,1,0,0,0.686693199910223,2,-1
23,94,4,9,1,1,0,0.864607699913904,2,-2.5
23,95,7,9,0,1,0,0.602143700001761,2,-1
23,96,4,4,0,0,0,0.734605400008149,2,0
23,97,6,6,1,0,0,0.557673200033605,2,0
23,98,6,9,1,1,0,0.548701900057495,2,-1.5
24,1,7,7,1,1,0,1.82648170005996,2,0
24,2,6,6,1,0,0,1.23763370001689,2,0
24,3,8,8,1,0,0,1.52620190009475,2,0
24,4,9,7,1,0,1,0.871829500072636,2,1
24,5,6,3,1,1,1,2.01887949998491,2,1.5
24,6,6,4,0,1,1,1.23950609995518,2,1
24,7,4,6,0,0,0,1.32117649994325,2,-1
24,8,6,5,1,0,1,2.38776369998232,2,0.5
24,9,4,8,0,1,0,1.03827899997123,2,-2
24,10,7,9,1,1,0,1.2437576999655,2,-1
24,11,4,5,1,1,1,2.5676550999051,2,-0.5
24,12,3,5,0,1,0,1.44568599993363,2,-1
24,13,7,4,1,1,1,0.835161000024527,2,1.5
24,14,4,3,1,0,1,4.39121330005582,2,0.5
24,15,7,8,0,1,0,1.00896780006588,2,-0.5
24,16,6,7,0,1,0,0.94590569997672,2,-0.5
24,17,5,3,0,0,0,0.788527500000782,2,1
24,18,3,7,0,1,0,1.25180039997213,2,-2
24,19,8,4,1,1,1,0.781650900025852,2,2
24,20,9,6,1,1,1,1.36356939992402,2,1.5
24,21,5,7,1,1,0,1.149757499923,2,-1
24,22,8,3,0,0,1,1.28457419993356,2,2.5
24,23,4,9,0,0,0,3.71863459993619,2,-2.5
24,24,5,5,1,0,0,0.91301740007475,2,0
24,25,3,6,0,1,0,0.782117700087838,2,-1.5
24,26,9,5,0,0,1,0.840219700010493,2,2
